着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id,horse_id,jockey_id,trainer_id,owner_id
13,7,14,トーセンキッド,牡3,56.0,太宰啓介,1:28.0,2,217.9,13.0,456(-6),[東] 本間忍,202207011102,2019104389,01037,01056,270006
14,4,7,ブルーインサニティ,牡3,56.0,田中健,1:29.2,7,360.8,14.0,506(-4),[西] 川村禎彦,202207011102,2019104310,01114,01003,812008
15,6,12,ノワールランス,牡3,56.0,藤井勘一,1:30.0,5,369.4,15.0,442(+2),[東] 畠山吉宏,202207011102,2019101292,05525,01048,385031
16,4,8,カルネドボヤージュ,牡3,56.0,和田竜二,1:31.3,8,24.6,5.0,498(-8),[西] 杉山晴紀,202207011102,2019104608,01018,01157,486800
1,7,10,インディゴブラック,牡3,56.0,坂井瑠星,2:00.9,,3.9,3.0,500(-4),[西] 奥村豊,202207011103,2019105143,01163,01146,506800
2,3,3,アスクヴィヴァユー,牡3,56.0,岩田望来,2:02.1,7,3.3,1.0,510(0),[西] 藤原英昭,202207011103,2019106357,01174,01055,037803
3,7,11,オブジェダート,牡3,56.0,池添謙一,2:03.2,7,12.6,5.0,488(+6),[西] 橋口慎介,202207011103,2019104460,01032,01154,808800
4,8,12,チャリタブルソート,牡3,56.0,川田将雅,2:03.8,3.1/2,4.6,4.0,526(-4),[西] 中内田充,202207011103,2019110010,01088,01137,003060
5,2,2,サザンステート,牡3,56.0,福永祐一,2:04.5,4,3.5,2.0,476(+4),[西] 松永幹夫,202207011103,2019101185,01014,01092,208008
6,4,4,タマモエイトビート,牡3,56.0,松田大作,2:04.7,1.1/4,114.7,11.0,518(-2),[西] 武英智,202207011103,2019106954,01030,01161,515800
7,5,7,コジロウ,牡3,56.0,幸英明,2:05.4,4,104.4,10.0,486(-2),[西] 中尾秀正,202207011103,2019102138,00732,01069,370008
8,5,6,グランドゴールド,牡3,56.0,国分優作,2:05.5,アタマ,38.9,7.0,446(+4),[西] 羽月友彦,202207011103,2019105908,01125,01091,464030
9,4,5,カシノロックオン,牡3,53.0,西谷凜,2:05.9,2.1/2,460.5,13.0,478(0),[西] 藤沢則雄,202207011103,2019105615,01189,01041,514009
10,6,8,ノブフェーヴル,牡3,56.0,和田竜二,2:06.2,1.3/4,46.6,8.0,468(+2),[西] 長谷川浩,202207011103,2019104780,01018,01173,030030
11,1,1,ウォータージオード,牡3,56.0,松山弘平,2:06.5,2,26.9,6.0,472(0),[西] 岡田稲男,202207011103,2019102453,01126,01066,312006
12,8,13,ヒロシゲジャック,牡3,56.0,団野大成,2:06.7,1.1/4,263.1,12.0,506(-2),[西] 北出成人,202207011103,2019105856,01180,01078,287033
13,6,9,ブランニューデイ,牡3,56.0,川島信二,2:07.8,7,71.1,9.0,454(-2),[西] 宮本博,202207011103,2019100623,01062,01073,788800
1,4,7,アキュートガール,牝3,54.0,団野大成,1:57.0,,29.4,7.0,456(0),[西] 高橋義忠,202207011104,2019103091,01180,01129,895030
2,5,9,インディバローズ,牡3,56.0,福永祐一,1:57.2,1,1.6,1.0,554(0),[西] 須貝尚介,202207011104,2019102517,01014,01105,859007
3,3,4,メイクアリープ,牡3,56.0,幸英明,1:57.4,1.1/4,9.5,4.0,480(0),[西] 大根田裕,202207011104,2019103908,00732,01032,350002
4,4,6,ウインヴェルデ,牡3,56.0,和田竜二,1:57.8,2.1/2,18.1,6.0,478(0),[西] 加用正,202207011104,2019100206,01018,00425,494800
5,5,8,プライムチャーム,牝3,54.0,坂井瑠星,1:58.7,5,5.2,2.0,474(0),[西] 今野貞一,202207011104,2019103184,01163,01128,888800
6,1,1,ラブリアージェ,牝3,54.0,池添謙一,1:59.6,5,15.6,5.0,474(0),[西] 北出成人,202207011104,2019106099,01032,01078,854800
7,2,2,エルザストラウム,牝3,54.0,秋山真一,2:00.8,7,35.1,8.0,450(0),[西] 武幸四郎,202207011104,2019104688,01019,01160,415800
8,6,10,リク,牡3,56.0,加藤祥太,2:01.1,1.3/4,107.0,12.0,460(0),[西] 藤沢則雄,202207011104,2019102662,01156,01041,288009
9,2,3,ビロードシーン,牝3,54.0,菅原明良,2:01.3,1.1/4,80.4,10.0,458(0),[西] 飯田祐史,202207011104,2019103871,01179,01139,013803
10,7,13,ピエナカイト,牡3,53.0,西谷凜,2:01.6,2,72.0,9.0,532(0),[西] 飯田祐史,202207011104,2019104859,01189,01139,023007
11,8,14,ハイグッドフォルテ,牝3,54.0,太宰啓介,2:01.9,1.1/2,380.7,14.0,428(0),[西] 谷潔,202207011104,2019106650,01037,00431,142006
12,7,12,サンライズタイタン,牡3,56.0,松山弘平,2:02.2,1.1/2,8.9,3.0,540(0),[西] 音無秀孝,202207011104,2019102337,01126,01002,399803
13,8,15,ラブリーアタランテ,牝3,54.0,城戸義政,2:02.3,1/2,277.6,13.0,446(0),[西] 畑端省吾,202207011104,2019102801,01147,01188,851009
14,6,11,ラップランド,牡3,56.0,岩田望来,2:04.3,大,90.8,11.0,478(0),[西] 斉藤崇史,202207011104,2019101197,01174,01151,208008
取,3,5,キーフィールド,牡3,56.0,藤岡佑介,,,---,,計不,[西] 宮徹,202207011104,2019100481,01093,01018,338008
1,2,2,サブライムアンセム,牝3,54.0,岩田望来,1:35.9,アタマ,2.3,1.0,478(+2),[西] 藤原英昭,202207011105,2019105345,01174,01055,226800
2,6,9,バンデルオーラ,牡3,56.0,団野大成,1:36.0,クビ,5.7,3.0,474(+4),[西] 牧浦充徳,202207011105,2019104915,01180,01113,415800
3(降),4,5,ハギノモーリス,牡3,56.0,池添謙一,1:35.9,,3.4,2.0,482(+14),[西] 高野友和,202207011105,2019100652,01032,01117,950006
4,6,8,アールフォルス,牝3,54.0,松山弘平,1:36.3,2,11.2,5.0,460(0),[西] 橋口慎介,202207011105,2019101677,01126,01154,836008
5,4,4,アスカノツバサ,牡3,56.0,幸英明,1:36.4,3/4,130.3,11.0,476(-12),[西] 川村禎彦,202207011105,2019104364,00732,01003,489007
6,5,7,ルージュルミナス,牝3,54.0,和田竜二,1:36.6,1.1/4,19.9,6.0,438(-6),[西] 平田修,202207011105,2019105232,01018,01082,180800
7,3,3,エンベルト,牡3,56.0,川須栄彦,1:36.7,1/2,530.3,12.0,430(-6),[東] 的場均,202207011105,2019100073,01128,01063,917031
8,5,6,スリーズロワイヤル,牝3,50.0,古川奈穂,1:36.7,アタマ,101.4,10.0,424(+2),[西] 田中克典,202207011105,2019106332,01190,01180,994002
9,8,12,クラップサンダー,牡3,56.0,菅原明良,1:36.9,1.1/4,46.4,9.0,450(+2),[西] 五十嵐忠,202207011105,2019103278,01179,00422,966002
10,8,13,ドンシャーク,牡3,56.0,坂井瑠星,1:36.9,クビ,27.3,8.0,488(+4),[西] 今野貞一,202207011105,2019102005,01163,01128,440006
11,1,1,エアシャロウ,牡3,56.0,福永祐一,1:37.6,4,23.1,7.0,506(0),[西] 笹田和秀,202207011105,2019105100,01014,01104,084800
12,7,10,アスクチャンプガイ,牡3,56.0,川田将雅,1:37.6,アタマ,10.1,4.0,474(+2),[西] 野中賢二,202207011105,2019103143,01088,01098,037803
13,7,11,シウラグランデ,牝3,54.0,国分優作,1:37.9,1.3/4,703.9,13.0,436(-6),[東] 大和田成,202207011105,2019105797,01125,01124,716800
1,1,2,タイセイブレイズ,牡4,57.0,岩田望来,1:26.0,,3.3,1.0,468(-6),[西] 牧浦充徳,202207011106,2018102969,01174,01113,224007
2,3,6,メイショウマンサク,牝4,55.0,横山典弘,1:26.1,クビ,4.2,3.0,516(-4),[西] 石橋守,202207011106,2018105785,00660,01140,911008
3,4,7,グレアミラージュ,牡5,57.0,小牧太,1:26.2,3/4,68.5,11.0,470(+2),[西] 笹田和秀,202207011106,2017100426,00894,01104,547800
4,6,12,ケイサンフリーゼ,牝4,55.0,松山弘平,1:26.3,1/2,4.1,2.0,490(+12),[西] 杉山晴紀,202207011106,2018102270,01126,01157,208033
5,8,15,オーマイオーマイ,牡5,57.0,武豊,1:26.4,クビ,9.8,5.0,486(+4),[西] 小崎憲,202207011106,2017104884,00666,01085,002803
6,8,16,アイヴォリーアイ,牝4,55.0,和田竜二,1:26.4,アタマ,45.8,10.0,482(-6),[西] 坂口智康,202207011106,2018100813,01018,01170,065803
7,6,11,シゲルメダリスト,牡4,57.0,幸英明,1:26.5,1/2,29.4,7.0,482(+4),[西] 川村禎彦,202207011106,2018103304,00732,01003,674004
8,7,14,ラッキーモー,牡4,57.0,藤井勘一,1:26.5,クビ,36.8,8.0,450(+4),[西] 松永幹夫,202207011106,2018105323,05525,01092,506800
9,3,5,ワンダースティング,牡4,57.0,高倉稜,1:26.6,1/2,16.9,6.0,512(+4),[西] 渡辺薫彦,202207011106,2018102956,01130,01155,184033
10,4,8,スズノナデシコ,牝4,55.0,秋山真一,1:26.9,1.3/4,6.4,4.0,506(-6),[西] 石坂公一,202207011106,2018102669,01019,01166,835030
11,5,10,メモリーエアシップ,牡4,57.0,池添謙一,1:27.5,3.1/2,172.5,14.0,452(-1),[西] 池添兼雄,202207011106,2018103232,01032,01021,351800
12,2,3,クリノハーベスト,牡4,53.0,永島まな,1:27.8,1.3/4,204.1,15.0,496(+2),[西] 高橋康之,202207011106,2018100857,01187,01135,970006
13,7,13,ヒットガール,牝4,55.0,川須栄彦,1:27.9,1/2,302.6,16.0,496(0),[西] 松下武士,202207011106,2018104188,01128,01149,083700
14,2,4,シンゼングレート,牡4,57.0,城戸義政,1:28.1,1.1/4,136.3,13.0,474(+6),[西] 荒川義之,202207011106,2018100122,01147,01095,043030
15,1,1,モラトリアム,牝4,55.0,坂井瑠星,1:29.8,10,37.6,9.0,418(-41),[西] 河内洋,202207011106,2018103125,01163,01072,180033
16,5,9,ベッサラビア,セ5,57.0,団野大成,1:30.2,2.1/2,115.1,12.0,466(-4),[西] 橋田満,202207011106,2017106222,01180,00362,034009
1,5,5,ヴェルトハイム,牝4,54.0,岩田望来,2:02.0,,1.8,1.0,476(+8),[西] 友道康夫,202207011107,2018102608,01174,01061,170800
2,8,11,アドマイヤベネラ,牡5,57.0,坂井瑠星,2:02.5,3,6.8,3.0,508(+14),[西] 石坂公一,202207011107,2017105597,01163,01166,535031
3,6,6,テーオーソロス,牡4,56.0,鮫島良太,2:02.6,1/2,7.2,4.0,472(+2),[西] 宮徹,202207011107,2018104850,01099,01018,304008
4,4,4,サンライズヘルメス,牡5,57.0,幸英明,2:02.6,クビ,23.2,5.0,486(+6),[西] 河内洋,202207011107,2017104096,00732,01072,306008
5,7,9,ナムラショウグン,牡5,57.0,川須栄彦,2:02.6,アタマ,34.0,6.0,492(0),[西] 羽月友彦,202207011107,2017106141,01128,01091,972002
6,8,10,トロワエスポワール,牡4,56.0,川田将雅,2:02.7,クビ,3.3,2.0,454(-4),[東] 鹿戸雄一,202207011107,2018104699,01088,01097,338007
7,1,1,キヨラ,牝4,54.0,松田大作,2:03.0,2,48.4,8.0,472(0),[東] 柄崎孝,202207011107,2018106352,01030,00380,020803
8,7,8,モンサンラディウス,牡4,56.0,松山弘平,2:03.2,1.1/4,35.6,7.0,520(+2),[東] 牧光二,202207011107,2018101566,01126,01106,919002
9,2,2,スズカワークシップ,牡7,53.0,永島まな,2:03.6,2.1/2,139.7,10.0,468(-8),[西] 橋田満,202207011107,2015103578,01187,00362,382004
10,6,7,アルジェンタータ,牝6,55.0,菅原明良,2:03.8,1.1/4,88.7,9.0,430(-6),[東] 本間忍,202207011107,2016105049,01179,01056,684030
11,3,3,マルス,牡4,56.0,国分優作,2:04.0,1.1/4,254.2,11.0,448(-8),[東] 田中清隆,202207011107,2018101455,01125,00408,855030
1,8,12,クリノナイスガイ,セ5,57.0,岩田望来,1:54.7,,8.5,3.0,466(+2),[西] 橋田満,202207011108,2017106689,01174,00362,970006
2,2,2,アメリカンピース,牡4,56.0,松山弘平,1:54.9,1,5.0,2.0,462(0),[西] 音無秀孝,202207011108,2018110131,01126,01002,346803
3,1,1,メイショウオキビ,牡4,53.0,西谷凜,1:55.0,3/4,15.5,4.0,498(0),[西] 松永昌博,202207011108,2018105846,01189,01083,523005
4,7,10,ピュアジャッジ,牡4,56.0,川田将雅,1:55.1,アタマ,1.4,1.0,496(-2),[西] 清水久詞,202207011108,2018102938,01088,01110,510800
5,3,3,マサカウマザンマイ,牡4,56.0,柴山雄一,1:55.3,1.1/4,32.8,7.0,480(+4),[東] 青木孝文,202207011108,2018103330,05243,01156,638033
6,6,8,クリノヴジュアル,牡5,57.0,団野大成,1:55.8,3,197.1,11.0,506(-4),[西] 川村禎彦,202207011108,2017100265,01180,01003,970006
7,6,7,クリノウマーベラス,セ5,57.0,国分優作,1:56.6,5,58.7,8.0,550(-4),[西] 大橋勇樹,202207011108,2017103796,01125,01065,488007
8,5,6,トモジャタイクーン,牡7,57.0,坂井瑠星,1:58.0,9,142.6,10.0,508(-12),[東] 鈴木伸尋,202207011108,2015100559,01163,01026,905033
9,5,5,ユーアーマイソウル,牡5,57.0,城戸義政,1:58.0,アタマ,566.6,12.0,490(-4),[東] 石毛善彦,202207011108,2017104254,01147,00428,629800
10,8,11,アルタグラシア,牝5,55.0,池添謙一,1:58.6,3.1/2,24.2,6.0,472(-6),[西] 小林真也,202207011108,2017105084,01032,01185,415800
11,7,9,フェイマスダンディ,牡4,56.0,菅原明良,1:58.6,クビ,17.9,5.0,470(-12),[東] 深山雅史,202207011108,2018102643,01179,01174,333008
12,4,4,シンゼンミラクル,セ4,56.0,太宰啓介,1:59.5,5,64.6,9.0,516(0),[西] 飯田祐史,202207011108,2018101805,01037,01139,043030
1,5,5,リフレーミング,牡4,56.0,川田将雅,2:04.2,,1.7,1.0,466(-2),[西] 鮫島一歩,202207011109,2018104225,01088,01046,097031
2,3,3,スタッドリー,牡4,56.0,福永祐一,2:04.2,クビ,3.0,2.0,522(+2),[西] 奥村豊,202207011109,2018105474,01014,01146,506800
3,2,2,ブレーヴユニコーン,牡6,57.0,菅原明良,2:04.6,2,72.1,6.0,534(+12),[東] 久保田貴,202207011109,2016104658,01179,01067,063803
4,4,4,イリマ,牝4,54.0,松山弘平,2:04.8,1.1/2,7.3,4.0,454(-2),[西] 高橋亮,202207011109,2018102035,01126,01136,948006
5,1,1,ウインルーア,牝4,54.0,国分優作,2:05.0,1.1/4,70.5,5.0,474(+8),[東] 青木孝文,202207011109,2018101626,01125,01156,494800
6,7,7,スウェアー,牡5,57.0,団野大成,2:05.1,アタマ,127.6,7.0,534(+2),[東] 石栗龍彦,202207011109,2017104903,01180,01043,849033
7,6,6,サマービート,牡5,57.0,岩田望来,2:05.1,クビ,5.7,3.0,468(+8),[西] 四位洋文,202207011109,2017106570,01174,01184,003060
1,6,6,アルーリングウェイ,牝3,54.0,藤岡佑介,1:34.0,,4.9,4.0,454(-4),[西] 藤岡健一,202207011110,2019104522,01093,01062,226800
2,2,2,ママコチャ,牝3,54.0,岩田望来,1:34.2,1.1/4,4.5,3.0,466(-2),[西] 池江泰寿,202207011110,2019105394,01174,01071,708800
3,8,9,ルージュラテール,牝3,54.0,坂井瑠星,1:34.3,3/4,3.0,1.0,478(0),[西] 矢作芳人,202207011110,2019105545,01163,01075,180800
4,5,5,ルピナスリード,牝3,54.0,池添謙一,1:34.5,1.1/4,17.2,7.0,450(0),[西] 吉岡辰弥,202207011110,2019103782,01032,01176,102800
5,4,4,シンシアウィッシュ,牝3,54.0,菅原明良,1:34.7,1.1/4,15.4,6.0,436(-8),[西] 吉村圭司,202207011110,2019100637,01179,01130,242031
6,7,8,トルナヴァ,牝3,54.0,川田将雅,1:34.7,クビ,15.2,5.0,462(-10),[西] 斉藤崇史,202207011110,2019110050,01088,01151,003060
7,7,7,ディオサデルソル,牝3,54.0,和田竜二,1:35.0,2,49.3,9.0,452(-10),[西] 今野貞一,202207011110,2019106871,01018,01128,385031
8,3,3,シゲルイワイザケ,牝3,54.0,福永祐一,1:35.0,ハナ,4.4,2.0,486(-2),[西] 渡辺薫彦,202207011110,2019105430,01014,01155,674004
9,1,1,エリカフェリーチェ,牝3,54.0,松山弘平,1:35.5,3,18.0,8.0,448(-6),[西] 吉岡辰弥,202207011110,2019103123,01126,01176,195031
10,8,10,タナザウィング,牝3,54.0,国分恭介,1:36.0,3,92.9,10.0,452(0),[西] 清水久詞,202207011110,2019104111,01124,01110,126031
1,4,7,スマッシングハーツ,牡6,56.0,福永祐一,1:59.3,,4.2,2.0,516(0),[西] 新谷功一,202207011111,2016100617,01014,01172,948006
